id,titulo_obra,descripcion_obra,tipo_geometria,coordenadas
ci9buk7uc2mj7jmm4gsfyjf8x,GMANS 1 (Ruta 3),Mejoramiento y rehabilitación del tramo de la Ruta 3. Tramo: Limpio - San Estanislao.,Point,"[-57.161865, -25.059477]"
ci9buk7ue2mj8jmm42oteuqhx,GMANS 1 (Ruta 2),Mejoramiento y rehabilitación de la Ruta 2. Tramo Caacupé - Coronel Oviedo.,Point,"[-56.819229, -25.480471]"
ci9buk7ug2mj9jmm4av73ehvy,GMANS 1 (Ruta 2),"Ruta 2: Caacupé-Coronel Oviedo 
Ruta 8: Coronel Oviedo- Calle 6000",LineString,"[[-57.148776, -25.389163], [-57.148089, -25.38988], [-57.147574, -25.390617], [-57.145857, -25.393311], [-57.145299, -25.39397], [-57.144763, -25.394145], [-57.143969, -25.39399], [-57.143132, -25.393389], [-57.138798, -25.39021], [-57.134399, -25.388349], [-57.133755, -25.387631], [-57.133347, -25.386895], [-57.132532, -25.385383], [-57.131888, -25.384762], [-57.131094, -25.3842], [-57.130386, -25.383812], [-57.129657, -25.383638], [-57.126932, -25.384103], [-57.123413, -25.385266], [-57.119851, -25.386546], [-57.118177, -25.38703], [-57.116589, -25.387341], [-57.11337, -25.387941], [-57.111933, -25.388077], [-57.110044, -25.388155], [-57.106804, -25.388193], [-57.09968, -25.388445], [-57.098093, -25.388349], [-57.094659, -25.387825], [-57.089745, -25.387961], [-57.084939, -25.388213], [-57.075691, -25.390927], [-57.074704, -25.391024], [-57.07318, -25.390966], [-57.070455, -25.39083], [-57.069382, -25.390617], [-57.068223, -25.390306], [-57.066206, -25.389686], [-57.062752, -25.388756], [-57.060928, -25.388155], [-57.059962, -25.387573], [-57.057881, -25.386119], [-57.056851, -25.385635], [-57.055692, -25.385247], [-57.04683, -25.382669], [-57.041831, -25.381215], [-57.037367, -25.37945], [-57.033419, -25.377861], [-57.029492, -25.37631], [-57.028419, -25.376174], [-57.027325, -25.376193], [-57.026081, -25.376465], [-57.024986, -25.376949], [-57.02048, -25.378791], [-57.019193, -25.379315], [-57.017905, -25.379761], [-57.015352, -25.38042], [-57.010223, -25.381874], [-57.008936, -25.382145], [-57.008378, -25.382261], [-57.00782, -25.382281], [-57.005653, -25.382068], [-57.00119, -25.381622], [-56.988208, -25.380323], [-56.986835, -25.380303], [-56.97793, -25.381544], [-56.973702, -25.382106], [-56.972372, -25.382533], [-56.971621, -25.382959], [-56.970977, -25.383618], [-56.967844, -25.388717], [-56.966063, -25.390423], [-56.965291, -25.390946], [-56.964197, -25.391411], [-56.963231, -25.391508], [-56.962351, -25.391431], [-56.961364, -25.391198], [-56.960442, -25.391062], [-56.959476, -25.391024], [-56.958661, -25.391218], [-56.957931, -25.391547], [-56.957287, -25.391993], [-56.956665, -25.392516], [-56.953103, -25.395695], [-56.949627, -25.398874], [-56.94261, -25.405174], [-56.935851, -25.411357], [-56.926045, -25.420136], [-56.920917, -25.424691], [-56.915338, -25.429768], [-56.914308, -25.430698], [-56.913363, -25.431725], [-56.906776, -25.439825], [-56.902055, -25.448312], [-56.899652, -25.452303], [-56.895403, -25.455442], [-56.890983, -25.458474], [-56.888784, -25.460014], [-56.886606, -25.461564], [-56.885855, -25.461961], [-56.884814, -25.462184], [-56.882754, -25.462368], [-56.882153, -25.462572], [-56.879417, -25.464073], [-56.878623, -25.464383], [-56.878216, -25.464451], [-56.877808, -25.46448], [-56.876907, -25.464373], [-56.876049, -25.464025], [-56.874997, -25.463337], [-56.874611, -25.463085], [-56.873924, -25.462736], [-56.873077, -25.462475], [-56.872433, -25.462339], [-56.870834, -25.462068], [-56.869161, -25.461845], [-56.868367, -25.461884], [-56.867573, -25.461971], [-56.865835, -25.462068], [-56.861886, -25.461913], [-56.85635, -25.4617], [-56.851608, -25.461409], [-56.850428, -25.461429], [-56.848776, -25.462126], [-56.847381, -25.462804], [-56.845901, -25.463405], [-56.843991, -25.46387], [-56.840128, -25.464799], [-56.837768, -25.465168], [-56.834399, -25.466814], [-56.832554, -25.467783], [-56.831953, -25.468364], [-56.829979, -25.47128], [-56.828069, -25.474214], [-56.827468, -25.474892], [-56.825494, -25.47681], [-56.822919, -25.479309], [-56.817469, -25.484636], [-56.816546, -25.48543], [-56.815634, -25.486127], [-56.814723, -25.486767], [-56.811718, -25.488742], [-56.80688, -25.491957], [-56.795711, -25.499395], [-56.787664, -25.505011], [-56.785047, -25.50687], [-56.784253, -25.507335], [-56.78348, -25.507839], [-56.778545, -25.510647], [-56.77052, -25.515178], [-56.762645, -25.519748], [-56.75713, -25.522963], [-56.756186, -25.523505], [-56.755692, -25.523892], [-56.753203, -25.527106], [-56.752731, -25.52761], [-56.752324, -25.5279], [-56.748332, -25.529469], [-56.743226, -25.531482], [-56.741166, -25.532296], [-56.740243, -25.532412], [-56.738977, -25.532296], [-56.724493, -25.530882], [-56.723999, -25.530805], [-56.723377, -25.530669], [-56.722261, -25.53034], [-56.714107, -25.527939], [-56.703765, -25.52486], [-56.693058, -25.521704], [-56.682586, -25.518548], [-56.679496, -25.517696], [-56.670731, -25.51513], [-56.666321, -25.513803], [-56.661247, -25.512312], [-56.618728, -25.499685], [-56.602613, -25.49496], [-56.586606, -25.490195], [-56.573173, -25.486244], [-56.566511, -25.484258], [-56.560074, -25.48237], [-56.548186, -25.478873], [-56.542232, -25.477101], [-56.536341, -25.475348], [-56.52984, -25.473362], [-56.527469, -25.472703], [-56.525119, -25.471977], [-56.524422, -25.471832], [-56.523746, -25.471725], [-56.523027, -25.471715], [-56.522448, -25.471648], [-56.521117, -25.471599], [-56.51984, -25.471531], [-56.514562, -25.47127], [-56.509251, -25.47096], [-56.503576, -25.470718], [-56.499874, -25.470485], [-56.499241, -25.470388], [-56.497364, -25.469691], [-56.496409, -25.469304], [-56.495947, -25.469197], [-56.495497, -25.469139], [-56.495003, -25.469158], [-56.493694, -25.469333], [-56.491892, -25.469604], [-56.4901, -25.469865], [-56.488984, -25.470011], [-56.488308, -25.47004], [-56.487429, -25.469924], [-56.479243, -25.468597], [-56.468653, -25.466853], [-56.466228, -25.466456], [-56.464995, -25.466262], [-56.463772, -25.466107], [-56.460263, -25.466146], [-56.45654, -25.466214], [-56.451702, -25.466272], [-56.450757, -25.466407], [-56.450479, -25.466533]]"
ci9buk7uj2mjajmm4xc2mo7js,GMANS 5 (Ruta 4) ,Rehabilitación y mejoramiento de la Ruta 4. Tramo: San Ignacio (Misiones) - Pilar (Ñe'embucú) - 134 km.,Point,"[-57.772207, -26.87109]"
ci9buk7ul2mjbjmm4lf9gzbry,GMANS 1 - Ruta 3,Mejoramiento y mantenimiento de la ruta asfáltica que une Limpio - San Estanislao.,LineString,"[[-57.467358, -25.164318], [-57.466499, -25.162473], [-57.465062, -25.159346], [-57.462143, -25.153112], [-57.459204, -25.146857], [-57.457723, -25.14373], [-57.456157, -25.140642], [-57.455728, -25.140137], [-57.455191, -25.139651], [-57.45223, -25.137514], [-57.449398, -25.135339], [-57.448668, -25.134717], [-57.448217, -25.134037], [-57.447788, -25.133182], [-57.447016, -25.13157], [-57.446415, -25.130929], [-57.445814, -25.130404], [-57.444505, -25.129239], [-57.441415, -25.126888], [-57.438411, -25.124693], [-57.432253, -25.120205], [-57.425751, -25.115445], [-57.425022, -25.114979], [-57.422897, -25.114065], [-57.420923, -25.113036], [-57.419056, -25.111948], [-57.417232, -25.110724], [-57.416138, -25.110024], [-57.415258, -25.109538], [-57.414443, -25.109266], [-57.413349, -25.109208], [-57.409143, -25.10915], [-57.404294, -25.108101], [-57.394037, -25.106468], [-57.392406, -25.106546], [-57.387943, -25.10744], [-57.386934, -25.107731], [-57.385282, -25.108645], [-57.382879, -25.110549], [-57.381334, -25.111676], [-57.379982, -25.112783], [-57.377128, -25.115017], [-57.375841, -25.115931], [-57.37215, -25.118126], [-57.370026, -25.119311], [-57.368588, -25.119855], [-57.367172, -25.120205], [-57.357237, -25.122731], [-57.355928, -25.123585], [-57.355027, -25.124188], [-57.354276, -25.124479], [-57.352216, -25.125004], [-57.350177, -25.125392], [-57.34816, -25.125761], [-57.347195, -25.125956], [-57.346229, -25.126014], [-57.345178, -25.125839], [-57.344019, -25.125509], [-57.342774, -25.125042], [-57.340435, -25.12411], [-57.334642, -25.122128], [-57.324278, -25.118515], [-57.317669, -25.116203], [-57.315866, -25.115561], [-57.314944, -25.115076], [-57.314193, -25.114493], [-57.313055, -25.11288], [-57.311918, -25.111132], [-57.30973, -25.107634], [-57.305309, -25.100717], [-57.299687, -25.091934], [-57.297713, -25.088853], [-57.297348, -25.088494], [-57.296962, -25.088202], [-57.296447, -25.087979], [-57.295932, -25.087833], [-57.294645, -25.087804], [-57.293357, -25.087882], [-57.292016, -25.087892], [-57.291362, -25.087853], [-57.290643, -25.087639], [-57.271192, -25.078544], [-57.258349, -25.072558], [-57.256654, -25.071809], [-57.255088, -25.071324], [-57.25409, -25.071051], [-57.251139, -25.070634], [-57.220122, -25.06696], [-57.188987, -25.063209], [-57.157959, -25.059593], [-57.127103, -25.055745], [-57.106161, -25.052984], [-57.102706, -25.052576], [-57.099187, -25.051818], [-57.096376, -25.05139], [-57.083029, -25.04966], [-57.060853, -25.046618], [-57.057666, -25.046181], [-57.056132, -25.046151], [-57.055242, -25.0462], [-57.053579, -25.046424], [-57.051701, -25.046764], [-57.048171, -25.047376], [-57.04638, -25.047522], [-57.044298, -25.047327], [-57.04226, -25.046628], [-57.040801, -25.045811], [-57.039846, -25.045053], [-57.038966, -25.044198], [-57.03844, -25.043546], [-57.03799, -25.042876], [-57.037464, -25.041943], [-57.037003, -25.040718], [-57.034449, -25.02775], [-57.033097, -25.020887], [-57.032732, -25.018942], [-57.031702, -25.016337], [-57.031252, -25.015131], [-57.030994, -25.013809], [-57.030941, -25.012467], [-57.031166, -25.011038], [-57.032303, -25.007061], [-57.033151, -25.004348], [-57.033376, -25.002832], [-57.033344, -25.001888], [-57.033247, -25.001315], [-57.032861, -24.999827], [-57.032035, -24.997688], [-57.031622, -24.996628], [-57.031188, -24.995432], [-57.03042, -24.993322], [-57.029664, -24.991192], [-57.028124, -24.986835], [-57.027341, -24.984633], [-57.026966, -24.983549], [-57.026553, -24.982479], [-57.026124, -24.981351], [-57.024353, -24.978297], [-57.024123, -24.977864], [-57.023897, -24.977363], [-57.023549, -24.976371], [-57.023264, -24.97517], [-57.023146, -24.973916], [-57.023023, -24.969758], [-57.022969, -24.967501], [-57.022862, -24.966198], [-57.022712, -24.965255], [-57.022261, -24.963708], [-57.021682, -24.962346], [-57.020437, -24.95937], [-57.017862, -24.953748], [-57.015094, -24.947639], [-57.01297, -24.942814], [-57.012455, -24.941316], [-57.012326, -24.940479], [-57.011747, -24.935264], [-57.011103, -24.929155], [-57.010502, -24.923998], [-57.010266, -24.923045], [-57.009837, -24.922091], [-57.009301, -24.921176], [-57.0087, -24.920301], [-57.007133, -24.918783], [-57.005481, -24.917829], [-57.004451, -24.917382], [-57.003335, -24.917031], [-56.996641, -24.915256], [-56.994946, -24.914818], [-56.993304, -24.914341], [-56.991641, -24.91385], [-56.990075, -24.913431], [-56.987199, -24.912731], [-56.984088, -24.911894], [-56.981298, -24.911115], [-56.978477, -24.910055], [-56.975784, -24.909043], [-56.973466, -24.908167], [-56.972254, -24.907739], [-56.970902, -24.907067], [-56.965055, -24.90262], [-56.962523, -24.900664], [-56.95998, -24.898728], [-56.957566, -24.896869], [-56.955839, -24.895594], [-56.955131, -24.895107], [-56.954283, -24.894669], [-56.953468, -24.8943], [-56.951816, -24.893813], [-56.949777, -24.893365], [-56.943726, -24.892061], [-56.937782, -24.890777], [-56.931924, -24.889443], [-56.931077, -24.889142], [-56.930315, -24.888752], [-56.922526, -24.88447], [-56.917076, -24.881414], [-56.915702, -24.880713], [-56.912838, -24.879419], [-56.905875, -24.876197], [-56.902382, -24.874567], [-56.900591, -24.873734], [-56.898815, -24.872926], [-56.895929, -24.871603], [-56.893118, -24.870386], [-56.886177, -24.867904], [-56.881992, -24.866424], [-56.878259, -24.865022], [-56.873495, -24.863299], [-56.868742, -24.861645], [-56.863925, -24.859902], [-56.862702, -24.859454], [-56.861511, -24.858997], [-56.860245, -24.8585], [-56.859204, -24.858023], [-56.855363, -24.85556], [-56.851565, -24.853049], [-56.849656, -24.851842], [-56.848894, -24.851413], [-56.847918, -24.850936], [-56.846973, -24.850605], [-56.845589, -24.850294], [-56.84412, -24.850011], [-56.834195, -24.848035], [-56.828831, -24.846906], [-56.823477, -24.845825], [-56.820597, -24.84527], [-56.819239, -24.845002], [-56.818225, -24.844705], [-56.817764, -24.844554], [-56.813328, -24.842539], [-56.811102, -24.841527], [-56.809991, -24.841006], [-56.808865, -24.840494], [-56.804509, -24.838513], [-56.799252, -24.836157], [-56.787278, -24.830685], [-56.781281, -24.827968], [-56.775251, -24.825203], [-56.771035, -24.823226], [-56.770155, -24.822846], [-56.769157, -24.822574], [-56.767977, -24.822291], [-56.766614, -24.822028], [-56.76095, -24.821045], [-56.75521, -24.820071], [-56.752967, -24.819769], [-56.750736, -24.819516], [-56.74683, -24.819321], [-56.741445, -24.818873], [-56.736515, -24.818455], [-56.735603, -24.818391], [-56.734734, -24.81826], [-56.73409, -24.818119], [-56.733355, -24.81789], [-56.732486, -24.817564], [-56.732363, -24.817495], [-56.731531, -24.817038], [-56.730673, -24.816424], [-56.729514, -24.815416], [-56.72724, -24.812982], [-56.725555, -24.811151], [-56.723828, -24.80933], [-56.71709, -24.802123], [-56.714118, -24.798734], [-56.711082, -24.795471], [-56.708078, -24.792081], [-56.705042, -24.78877], [-56.69898, -24.78202], [-56.697199, -24.780032], [-56.694828, -24.777919], [-56.692392, -24.775863], [-56.687242, -24.771314], [-56.68205, -24.766872], [-56.671643, -24.757899], [-56.668703, -24.755268], [-56.658296, -24.746324], [-56.652009, -24.740926], [-56.650979, -24.739991], [-56.649842, -24.739309], [-56.649327, -24.739036], [-56.648812, -24.738802], [-56.647567, -24.738412], [-56.646065, -24.73812], [-56.644542, -24.738042], [-56.642954, -24.738198], [-56.635529, -24.740049], [-56.629393, -24.741608], [-56.624908, -24.742641], [-56.624339, -24.742709], [-56.623803, -24.742699], [-56.622741, -24.742495], [-56.620477, -24.742027], [-56.618063, -24.741491], [-56.617097, -24.741355], [-56.615638, -24.741374], [-56.613568, -24.741657], [-56.611497, -24.741969], [-56.607356, -24.742602], [-56.603257, -24.743221], [-56.601208, -24.743513], [-56.599164, -24.743791], [-56.590554, -24.745135], [-56.585705, -24.745856], [-56.584525, -24.74609], [-56.581993, -24.746188], [-56.579654, -24.745837], [-56.578195, -24.74535], [-56.57356, -24.743343], [-56.56444, -24.739348], [-56.562037, -24.738217], [-56.560921, -24.737535], [-56.558496, -24.73582], [-56.555063, -24.733403], [-56.553239, -24.732059], [-56.551394, -24.730772], [-56.547832, -24.7282], [-56.547113, -24.727591], [-56.546405, -24.727006], [-56.54581, -24.726465], [-56.54501, -24.725681], [-56.54368, -24.724365], [-56.542296, -24.723074], [-56.538069, -24.718922], [-56.535762, -24.7167], [-56.534914, -24.715842], [-56.534378, -24.715404], [-56.53337, -24.714741], [-56.532554, -24.714361], [-56.531009, -24.713776], [-56.527919, -24.712821], [-56.526535, -24.712412], [-56.525613, -24.712061], [-56.524422, -24.711593], [-56.523327, -24.711086], [-56.521804, -24.710229], [-56.518489, -24.708182], [-56.516064, -24.706681], [-56.513575, -24.705131], [-56.510839, -24.703464], [-56.509444, -24.702665], [-56.508715, -24.702295], [-56.508007, -24.701905], [-56.505013, -24.700755], [-56.50202, -24.699634], [-56.499016, -24.698523], [-56.496033, -24.697363], [-56.494638, -24.696817], [-56.493308, -24.696212], [-56.487193, -24.693074], [-56.482815, -24.690871], [-56.478459, -24.68857], [-56.475906, -24.687147], [-56.473524, -24.685646], [-56.472226, -24.684856], [-56.470874, -24.683901], [-56.470102, -24.683345], [-56.469351, -24.682604], [-56.468739, -24.682546], [-56.467816, -24.681902], [-56.464748, -24.679874], [-56.462817, -24.678802]]"
ci9buk7ut2mjcjmm45qx61sqc,,,LineString,"[[-56.401062, -24.677749], [-56.393165, -24.681805], [-56.370506, -24.71518], [-56.370162, -24.718064], [-56.36909, -24.729525], [-56.367416, -24.745311], [-56.365613, -24.76203], [-56.364068, -24.776915], [-56.363339, -24.779955], [-56.360335, -24.784279], [-56.359949, -24.786539], [-56.360335, -24.789228], [-56.361408, -24.791565], [-56.362223, -24.793747], [-56.362137, -24.796747], [-56.360678, -24.810148], [-56.359004, -24.826936], [-56.357631, -24.840061], [-56.357331, -24.840996], [-56.355056, -24.845669], [-56.349134, -24.857313], [-56.339693, -24.876158], [-56.328449, -24.89827], [-56.319522, -24.915981], [-56.317377, -24.92069], [-56.317462, -24.923531], [-56.318063, -24.925321], [-56.321582, -24.935829], [-56.322011, -24.93828], [-56.320295, -24.944701], [-56.317162, -24.952989], [-56.310081, -24.973298], [-56.308879, -24.97676], [-56.308536, -24.979989], [-56.309652, -24.985124], [-56.312956, -24.998077], [-56.31669, -25.013712], [-56.320037, -25.027556], [-56.325273, -25.049135], [-56.328492, -25.06282], [-56.332762, -25.080507], [-56.333878, -25.085268], [-56.33524, -25.090875], [-56.336871, -25.097647], [-56.338394, -25.10401], [-56.338706, -25.105205], [-56.33892, -25.105662], [-56.342042, -25.111083], [-56.345883, -25.11731], [-56.34967, -25.123498], [-56.353061, -25.128928], [-56.356601, -25.134775], [-56.360238, -25.140642], [-56.363865, -25.146527], [-56.367813, -25.152918], [-56.371364, -25.158676], [-56.375248, -25.164979], [-56.379518, -25.171883], [-56.383606, -25.178592], [-56.387779, -25.185311], [-56.391491, -25.19134], [-56.395912, -25.197563], [-56.399216, -25.202106], [-56.399474, -25.204824], [-56.398272, -25.209794], [-56.397242, -25.215502], [-56.397199, -25.223344], [-56.397371, -25.253856], [-56.398701, -25.266897], [-56.401276, -25.286261], [-56.404109, -25.292663], [-56.401405, -25.302363], [-56.401491, -25.30504], [-56.401963, -25.309424], [-56.405353, -25.31567], [-56.404366, -25.319705], [-56.40192, -25.332506], [-56.396899, -25.346585], [-56.394538, -25.352015], [-56.39574, -25.35473], [-56.401834, -25.359538], [-56.40192, -25.363067], [-56.400675, -25.366441], [-56.401233, -25.373343], [-56.402864, -25.383774], [-56.40767, -25.395754], [-56.417241, -25.414322], [-56.429901, -25.436143]]"
ci9buk7uw2mjdjmm4ab9v1yj9,GMANS 1. Ruta 8,Mejoramiento y rehabilitación de la Ruta 8. Tramo  Coronel Oviedo - Calle 6000.,Point,"[-56.324157, -25.078136]"
